qald_id,sentence_en,pos-tags,noun_count,pos-complex(H/M/E),ner-tags,entity_count,ner-complex(H/M/E),list_type(Y/N),count_type(Y/N),entity-count,sentence_entities_grayed
292,In which city did Nikos Kazantzakis die?,"[('In', 'IN'), ('which', 'WDT'), ('city', 'NN'), ('did', 'VBD'), ('Nikos', 'NNP'), ('Kazantzakis', 'NNP'), ('die', 'NN'), ('?', '.')]",4,medium,"[('In', 'O'), ('which', 'O'), ('city', 'O'), ('did', 'O'), ('Nikos', 'PERSON'), ('Kazantzakis', 'PERSON'), ('die', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,In which city did $Nikos$ $Kazantzakis$ die ?
293,What is in a chocolate chip cookie?,"[('What', 'WP'), ('is', 'VBZ'), ('in', 'IN'), ('a', 'DT'), ('chocolate', 'NN'), ('chip', 'NN'), ('cookie', 'NN'), ('?', '.')]",4,medium,"[('What', 'O'), ('is', 'O'), ('in', 'O'), ('a', 'O'), ('chocolate', 'O'), ('chip', 'O'), ('cookie', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,What is in a chocolate chip cookie ?
294,In which country is the Limerick Lake?,"[('In', 'IN'), ('which', 'WDT'), ('country', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('Limerick', 'NNP'), ('Lake', 'NNP'), ('?', '.')]",3,medium,"[('In', 'O'), ('which', 'O'), ('country', 'O'), ('is', 'O'), ('the', 'O'), ('Limerick', 'LOCATION'), ('Lake', 'LOCATION'), ('?', 'O')]",tbd,medium,N,N,2.0,In which country is the $Limerick$ $Lake$ ?
295,Give me all video games published by Mean Hamster Software.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('video', 'VBP'), ('games', 'NNS'), ('published', 'VBN'), ('by', 'IN'), ('Mean', 'NNP'), ('Hamster', 'NNP'), ('Software', 'NNP'), ('.', '.')]",4,medium,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('video', 'O'), ('games', 'O'), ('published', 'O'), ('by', 'O'), ('Mean', 'O'), ('Hamster', 'O'), ('Software', 'O'), ('.', 'O')]",tbd,easy,Y,N,0.0,Give me all video games published by Mean Hamster Software .
296,Give me all members of Prodigy.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('members', 'NNS'), ('of', 'IN'), ('Prodigy', 'NNP'), ('.', '.')]",2,easy,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('members', 'O'), ('of', 'O'), ('Prodigy', 'O'), ('.', 'O')]",tbd,easy,Y,N,0.0,Give me all members of Prodigy .
297,In which time zone is Rome?,"[('In', 'IN'), ('which', 'WDT'), ('time', 'NN'), ('zone', 'NN'), ('is', 'VBZ'), ('Rome', 'NNP'), ('?', '.')]",3,medium,"[('In', 'O'), ('which', 'O'), ('time', 'O'), ('zone', 'O'), ('is', 'O'), ('Rome', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,In which time zone is $Rome$ ?
298,How high is the lighthouse in Colombo?,"[('How', 'WRB'), ('high', 'JJ'), ('is', 'VBZ'), ('the', 'DT'), ('lighthouse', 'NN'), ('in', 'IN'), ('Colombo', 'NNP'), ('?', '.')]",2,easy,"[('How', 'O'), ('high', 'O'), ('is', 'O'), ('the', 'O'), ('lighthouse', 'O'), ('in', 'O'), ('Colombo', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,How high is the lighthouse in $Colombo$ ?
299,Who are the writers of the Wall album of Pink Floyd?,"[('Who', 'WP'), ('are', 'VBP'), ('the', 'DT'), ('writers', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('Wall', 'NNP'), ('album', 'NN'), ('of', 'IN'), ('Pink', 'NNP'), ('Floyd', 'NNP'), ('?', '.')]",6,hard,"[('Who', 'O'), ('are', 'O'), ('the', 'O'), ('writers', 'O'), ('of', 'O'), ('the', 'O'), ('Wall', 'O'), ('album', 'O'), ('of', 'O'), ('Pink', 'PERSON'), ('Floyd', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,Who are the writers of the Wall album of $Pink$ $Floyd$ ?
300,Who is the mayor of Rotterdam?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('mayor', 'NN'), ('of', 'IN'), ('Rotterdam', 'NNP'), ('?', '.')]",3,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('mayor', 'O'), ('of', 'O'), ('Rotterdam', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Who is the mayor of $Rotterdam$ ?
301,What is the largest city in Australia?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('largest', 'JJS'), ('city', 'NN'), ('in', 'IN'), ('Australia', 'NNP'), ('?', '.')]",3,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('largest', 'O'), ('city', 'O'), ('in', 'O'), ('Australia', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,What is the largest city in $Australia$ ?
302,Who was married to president Chirac?,"[('Who', 'WP'), ('was', 'VBD'), ('married', 'VBN'), ('to', 'TO'), ('president', 'NN'), ('Chirac', 'NNP'), ('?', '.')]",3,medium,"[('Who', 'O'), ('was', 'O'), ('married', 'O'), ('to', 'O'), ('president', 'O'), ('Chirac', 'PERSON'), ('?', 'O')]",tbd,easy,N,N,1.0,Who was married to president $Chirac$ ?
303,What form of government is found in South Africa?,"[('What', 'WP'), ('form', 'NN'), ('of', 'IN'), ('government', 'NN'), ('is', 'VBZ'), ('found', 'VBN'), ('in', 'IN'), ('South', 'NNP'), ('Africa', 'NNP'), ('?', '.')]",5,hard,"[('What', 'O'), ('form', 'O'), ('of', 'O'), ('government', 'O'), ('is', 'O'), ('found', 'O'), ('in', 'O'), ('South', 'LOCATION'), ('Africa', 'LOCATION'), ('?', 'O')]",tbd,medium,N,N,2.0,What form of government is found in $South$ $Africa$ ?
304,How high is the Yokohama Marine Tower?,"[('How', 'WRB'), ('high', 'JJ'), ('is', 'VBZ'), ('the', 'DT'), ('Yokohama', 'NNP'), ('Marine', 'NNP'), ('Tower', 'NNP'), ('?', '.')]",3,medium,"[('How', 'O'), ('high', 'O'), ('is', 'O'), ('the', 'O'), ('Yokohama', 'LOCATION'), ('Marine', 'LOCATION'), ('Tower', 'LOCATION'), ('?', 'O')]",tbd,medium,N,N,3.0,How high is the $Yokohama$ $Marine$ $Tower$ ?
305,Which holidays are celebrated around the world? test2,"[('Which', 'NNP'), ('holidays', 'NNS'), ('are', 'VBP'), ('celebrated', 'VBN'), ('around', 'IN'), ('the', 'DT'), ('world', 'NN'), ('?', '.'), ('test2', 'NN')]",4,medium,"[('Which', 'O'), ('holidays', 'O'), ('are', 'O'), ('celebrated', 'O'), ('around', 'O'), ('the', 'O'), ('world', 'O'), ('?', 'O'), ('test2', 'O')]",tbd,easy,N,N,0.0,Which holidays are celebrated around the world ? test2
306,Who is the tallest basketball player?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('tallest', 'JJS'), ('basketball', 'NN'), ('player', 'NN'), ('?', '.')]",3,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('tallest', 'O'), ('basketball', 'O'), ('player', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Who is the tallest basketball player ?
307,How many languages are spoken in Turkmenistan?,"[('How', 'WRB'), ('many', 'JJ'), ('languages', 'NNS'), ('are', 'VBP'), ('spoken', 'VBN'), ('in', 'IN'), ('Turkmenistan', 'NNP'), ('?', '.')]",2,easy,"[('How', 'O'), ('many', 'O'), ('languages', 'O'), ('are', 'O'), ('spoken', 'O'), ('in', 'O'), ('Turkmenistan', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,How many languages are spoken in $Turkmenistan$ ?
308,Did Che Guevara have children?,"[('Did', 'NNP'), ('Che', 'NNP'), ('Guevara', 'NNP'), ('have', 'VBP'), ('children', 'NNS'), ('?', '.')]",4,medium,"[('Did', 'O'), ('Che', 'PERSON'), ('Guevara', 'PERSON'), ('have', 'O'), ('children', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Did $Che$ $Guevara$ have children ?
309,Did Kaurismäki ever win the Grand Prix at Cannes?,"[('Did', 'NNP'), ('Kaurismäki', 'NNP'), ('ever', 'RB'), ('win', 'VBP'), ('the', 'DT'), ('Grand', 'NNP'), ('Prix', 'NNP'), ('at', 'IN'), ('Cannes', 'NNP'), ('?', '.')]",5,hard,"[('Did', 'O'), ('Kaurismäki', 'PERSON'), ('ever', 'O'), ('win', 'O'), ('the', 'O'), ('Grand', 'O'), ('Prix', 'O'), ('at', 'O'), ('Cannes', 'LOCATION'), ('?', 'O')]",tbd,medium,N,N,2.0,Did $Kaurismäki$ ever win the Grand Prix at $Cannes$ ?
310,To which party does the mayor of Paris belong?,"[('To', 'TO'), ('which', 'WDT'), ('party', 'NN'), ('does', 'VBZ'), ('the', 'DT'), ('mayor', 'NN'), ('of', 'IN'), ('Paris', 'NNP'), ('belong', 'NN'), ('?', '.')]",4,medium,"[('To', 'O'), ('which', 'O'), ('party', 'O'), ('does', 'O'), ('the', 'O'), ('mayor', 'O'), ('of', 'O'), ('Paris', 'LOCATION'), ('belong', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,To which party does the mayor of $Paris$ belong ?
311,Who is the Formula 1 race driver with the most races?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('Formula', 'NNP'), ('1', 'CD'), ('race', 'NN'), ('driver', 'NN'), ('with', 'IN'), ('the', 'DT'), ('most', 'RBS'), ('races', 'NNS'), ('?', '.')]",5,hard,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('Formula', 'O'), ('1', 'O'), ('race', 'O'), ('driver', 'O'), ('with', 'O'), ('the', 'O'), ('most', 'O'), ('races', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Who is the Formula 1 race driver with the most races ?
312,What country is Sitecore from?,"[('What', 'WP'), ('country', 'NN'), ('is', 'VBZ'), ('Sitecore', 'RBR'), ('from', 'IN'), ('?', '.')]",2,easy,"[('What', 'O'), ('country', 'O'), ('is', 'O'), ('Sitecore', 'O'), ('from', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,What country is Sitecore from ?
313,Give me the birth place of Frank Sinatra.,"[('Give', 'VB'), ('me', 'PRP'), ('the', 'DT'), ('birth', 'JJ'), ('place', 'NN'), ('of', 'IN'), ('Frank', 'NNP'), ('Sinatra', 'NNP'), ('.', '.')]",3,medium,"[('Give', 'O'), ('me', 'O'), ('the', 'O'), ('birth', 'O'), ('place', 'O'), ('of', 'O'), ('Frank', 'PERSON'), ('Sinatra', 'PERSON'), ('.', 'O')]",tbd,medium,N,N,2.0,Give me the birth place of $Frank$ $Sinatra$ .
314,Is Christian Bale starring in Velvet Goldmine?,"[('Is', 'VBZ'), ('Christian', 'JJ'), ('Bale', 'NNP'), ('starring', 'NN'), ('in', 'IN'), ('Velvet', 'NNP'), ('Goldmine', 'NNP'), ('?', '.')]",4,medium,"[('Is', 'O'), ('Christian', 'O'), ('Bale', 'O'), ('starring', 'O'), ('in', 'O'), ('Velvet', 'O'), ('Goldmine', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Is Christian Bale starring in Velvet Goldmine ?
315,Who is the son of Sonny and Cher?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('son', 'NN'), ('of', 'IN'), ('Sonny', 'NNP'), ('and', 'CC'), ('Cher', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('son', 'O'), ('of', 'O'), ('Sonny', 'PERSON'), ('and', 'O'), ('Cher', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,Who is the son of $Sonny$ and $Cher$ ?
316,How many ethnic groups live in Slovenia?,"[('How', 'WRB'), ('many', 'JJ'), ('ethnic', 'JJ'), ('groups', 'NNS'), ('live', 'VBP'), ('in', 'IN'), ('Slovenia', 'NNP'), ('?', '.')]",2,easy,"[('How', 'O'), ('many', 'O'), ('ethnic', 'O'), ('groups', 'O'), ('live', 'O'), ('in', 'O'), ('Slovenia', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,How many ethnic groups live in $Slovenia$ ?
317,What is the capital of Cameroon?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('capital', 'NN'), ('of', 'IN'), ('Cameroon', 'NNP'), ('?', '.')]",3,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('capital', 'O'), ('of', 'O'), ('Cameroon', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,What is the capital of $Cameroon$ ?
318,Was Natalie Portman born in the United States?,"[('Was', 'NNP'), ('Natalie', 'NNP'), ('Portman', 'NNP'), ('born', 'VBZ'), ('in', 'IN'), ('the', 'DT'), ('United', 'NNP'), ('States', 'NNPS'), ('?', '.')]",5,hard,"[('Was', 'O'), ('Natalie', 'PERSON'), ('Portman', 'PERSON'), ('born', 'O'), ('in', 'O'), ('the', 'O'), ('United', 'LOCATION'), ('States', 'LOCATION'), ('?', 'O')]",tbd,hard,N,N,4.0,Was $Natalie$ $Portman$ born in the $United$ $States$ ?
319,How many pages does War and Peace have?,"[('How', 'WRB'), ('many', 'JJ'), ('pages', 'NNS'), ('does', 'VBZ'), ('War', 'NNP'), ('and', 'CC'), ('Peace', 'NNP'), ('have', 'VBP'), ('?', '.')]",3,medium,"[('How', 'O'), ('many', 'O'), ('pages', 'O'), ('does', 'O'), ('War', 'O'), ('and', 'O'), ('Peace', 'O'), ('have', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,How many pages does War and Peace have ?
320,Who is the oldest child of Meryl Streep?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('oldest', 'JJS'), ('child', 'NN'), ('of', 'IN'), ('Meryl', 'NNP'), ('Streep', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('oldest', 'O'), ('child', 'O'), ('of', 'O'), ('Meryl', 'PERSON'), ('Streep', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,Who is the oldest child of $Meryl$ $Streep$ ?
321,Which television shows were created by Walt Disney?,"[('Which', 'JJ'), ('television', 'NN'), ('shows', 'NNS'), ('were', 'VBD'), ('created', 'VBN'), ('by', 'IN'), ('Walt', 'NNP'), ('Disney', 'NNP'), ('?', '.')]",4,medium,"[('Which', 'O'), ('television', 'O'), ('shows', 'O'), ('were', 'O'), ('created', 'O'), ('by', 'O'), ('Walt', 'PERSON'), ('Disney', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,Which television shows were created by $Walt$ $Disney$ ?
322,What does IYCM stand for?,"[('What', 'WP'), ('does', 'VBZ'), ('IYCM', 'NNP'), ('stand', 'VB'), ('for', 'IN'), ('?', '.')]",2,easy,"[('What', 'O'), ('does', 'O'), ('IYCM', 'ORGANIZATION'), ('stand', 'O'), ('for', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,What does $IYCM$ stand for ?
323,Which types of grapes grow in Oregon?,"[('Which', 'JJ'), ('types', 'NNS'), ('of', 'IN'), ('grapes', 'NNS'), ('grow', 'VBP'), ('in', 'IN'), ('Oregon', 'NNP'), ('?', '.')]",3,medium,"[('Which', 'O'), ('types', 'O'), ('of', 'O'), ('grapes', 'O'), ('grow', 'O'), ('in', 'O'), ('Oregon', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Which types of grapes grow in $Oregon$ ?
324,Was U.S. president Jackson involved in a war?,"[('Was', 'NNP'), ('U.S.', 'NNP'), ('president', 'NN'), ('Jackson', 'NNP'), ('involved', 'VBN'), ('in', 'IN'), ('a', 'DT'), ('war', 'NN'), ('?', '.')]",5,hard,"[('Was', 'O'), ('U.S.', 'LOCATION'), ('president', 'O'), ('Jackson', 'PERSON'), ('involved', 'O'), ('in', 'O'), ('a', 'O'), ('war', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Was $U.S.$ president $Jackson$ involved in a war ?
325,When was the Titanic completed?,"[('When', 'WRB'), ('was', 'VBD'), ('the', 'DT'), ('Titanic', 'NNP'), ('completed', 'VBN'), ('?', '.')]",1,easy,"[('When', 'O'), ('was', 'O'), ('the', 'O'), ('Titanic', 'O'), ('completed', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,When was the Titanic completed ?
326,Did Tesla win a nobel prize in physics?,"[('Did', 'NNP'), ('Tesla', 'NNP'), ('win', 'VB'), ('a', 'DT'), ('nobel', 'JJ'), ('prize', 'NN'), ('in', 'IN'), ('physics', 'NNS'), ('?', '.')]",4,medium,"[('Did', 'O'), ('Tesla', 'PERSON'), ('win', 'O'), ('a', 'O'), ('nobel', 'O'), ('prize', 'O'), ('in', 'O'), ('physics', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,Did $Tesla$ win a nobel prize in physics ?
327,How many states are in Mexico?,"[('How', 'WRB'), ('many', 'JJ'), ('states', 'NNS'), ('are', 'VBP'), ('in', 'IN'), ('Mexico', 'NNP'), ('?', '.')]",2,easy,"[('How', 'O'), ('many', 'O'), ('states', 'O'), ('are', 'O'), ('in', 'O'), ('Mexico', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,How many states are in $Mexico$ ?
328,Which scientist is known for the Manhattan Project and the Nobel Peace Prize?,"[('Which', 'JJ'), ('scientist', 'NN'), ('is', 'VBZ'), ('known', 'VBN'), ('for', 'IN'), ('the', 'DT'), ('Manhattan', 'NNP'), ('Project', 'NNP'), ('and', 'CC'), ('the', 'DT'), ('Nobel', 'NNP'), ('Peace', 'NNP'), ('Prize', 'NNP'), ('?', '.')]",6,hard,"[('Which', 'O'), ('scientist', 'O'), ('is', 'O'), ('known', 'O'), ('for', 'O'), ('the', 'O'), ('Manhattan', 'ORGANIZATION'), ('Project', 'ORGANIZATION'), ('and', 'O'), ('the', 'O'), ('Nobel', 'O'), ('Peace', 'O'), ('Prize', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Which scientist is known for the $Manhattan$ $Project$ and the Nobel Peace Prize ?
329,How much did the Lego Movie cost?,"[('How', 'WRB'), ('much', 'RB'), ('did', 'VBD'), ('the', 'DT'), ('Lego', 'NNP'), ('Movie', 'NNP'), ('cost', 'NN'), ('?', '.')]",3,medium,"[('How', 'O'), ('much', 'O'), ('did', 'O'), ('the', 'O'), ('Lego', 'O'), ('Movie', 'O'), ('cost', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,How much did the Lego Movie cost ?
330,Who composed the music for Harold and Maude?,"[('Who', 'WP'), ('composed', 'VBD'), ('the', 'DT'), ('music', 'NN'), ('for', 'IN'), ('Harold', 'NNP'), ('and', 'CC'), ('Maude', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('composed', 'O'), ('the', 'O'), ('music', 'O'), ('for', 'O'), ('Harold', 'PERSON'), ('and', 'O'), ('Maude', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,Who composed the music for $Harold$ and $Maude$ ?
331,List all episodes of the first season of the HBO television series The Sopranos.,"[('List', 'NN'), ('all', 'DT'), ('episodes', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('season', 'NN'), ('of', 'IN'), ('the', 'DT'), ('HBO', 'NNP'), ('television', 'NN'), ('series', 'NN'), ('The', 'DT'), ('Sopranos', 'NNP'), ('.', '.')]",7,hard,"[('List', 'O'), ('all', 'O'), ('episodes', 'O'), ('of', 'O'), ('the', 'O'), ('first', 'O'), ('season', 'O'), ('of', 'O'), ('the', 'O'), ('HBO', 'ORGANIZATION'), ('television', 'O'), ('series', 'O'), ('The', 'O'), ('Sopranos', 'O'), ('.', 'O')]",tbd,easy,Y,N,1.0,List all episodes of the first season of the $HBO$ television series The Sopranos .
332,Which city has the least inhabitants?,"[('Which', 'NNP'), ('city', 'NN'), ('has', 'VBZ'), ('the', 'DT'), ('least', 'JJS'), ('inhabitants', 'NNS'), ('?', '.')]",3,medium,"[('Which', 'O'), ('city', 'O'), ('has', 'O'), ('the', 'O'), ('least', 'O'), ('inhabitants', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which city has the least inhabitants ?
333,Where is Syngman Rhee buried?,"[('Where', 'WRB'), ('is', 'VBZ'), ('Syngman', 'NNP'), ('Rhee', 'NNP'), ('buried', 'VBD'), ('?', '.')]",2,easy,"[('Where', 'O'), ('is', 'O'), ('Syngman', 'PERSON'), ('Rhee', 'PERSON'), ('buried', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Where is $Syngman$ $Rhee$ buried ?
334,Does Neymar play for Real Madrid?,"[('Does', 'NNP'), ('Neymar', 'NNP'), ('play', 'VB'), ('for', 'IN'), ('Real', 'NNP'), ('Madrid', 'NNP'), ('?', '.')]",4,medium,"[('Does', 'O'), ('Neymar', 'O'), ('play', 'O'), ('for', 'O'), ('Real', 'ORGANIZATION'), ('Madrid', 'ORGANIZATION'), ('?', 'O')]",tbd,medium,N,N,2.0,Does Neymar play for $Real$ $Madrid$ ?
335,Who wrote the book The Pillars of the Earth?,"[('Who', 'WP'), ('wrote', 'VBD'), ('the', 'DT'), ('book', 'NN'), ('The', 'DT'), ('Pillars', 'NNP'), ('of', 'IN'), ('the', 'DT'), ('Earth', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('wrote', 'O'), ('the', 'O'), ('book', 'O'), ('The', 'O'), ('Pillars', 'O'), ('of', 'O'), ('the', 'O'), ('Earth', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Who wrote the book The Pillars of the $Earth$ ?
336,Do Prince Harry and Prince William have the same parents?,"[('Do', 'VB'), ('Prince', 'NNP'), ('Harry', 'NNP'), ('and', 'CC'), ('Prince', 'NNP'), ('William', 'NNP'), ('have', 'VBP'), ('the', 'DT'), ('same', 'JJ'), ('parents', 'NNS'), ('?', '.')]",5,hard,"[('Do', 'O'), ('Prince', 'O'), ('Harry', 'PERSON'), ('and', 'O'), ('Prince', 'O'), ('William', 'PERSON'), ('have', 'O'), ('the', 'O'), ('same', 'O'), ('parents', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Do Prince $Harry$ and Prince $William$ have the same parents ?
337,Who was the doctoral supervisor of Albert Einstein?,"[('Who', 'WP'), ('was', 'VBD'), ('the', 'DT'), ('doctoral', 'JJ'), ('supervisor', 'NN'), ('of', 'IN'), ('Albert', 'NNP'), ('Einstein', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('was', 'O'), ('the', 'O'), ('doctoral', 'O'), ('supervisor', 'O'), ('of', 'O'), ('Albert', 'PERSON'), ('Einstein', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,Who was the doctoral supervisor of $Albert$ $Einstein$ ?
338,Does Breaking Bad have more episodes than Game of Thrones?,"[('Does', 'VBZ'), ('Breaking', 'VBG'), ('Bad', 'NNP'), ('have', 'VBP'), ('more', 'JJR'), ('episodes', 'NNS'), ('than', 'IN'), ('Game', 'NNP'), ('of', 'IN'), ('Thrones', 'NNP'), ('?', '.')]",4,medium,"[('Does', 'O'), ('Breaking', 'O'), ('Bad', 'O'), ('have', 'O'), ('more', 'O'), ('episodes', 'O'), ('than', 'O'), ('Game', 'O'), ('of', 'O'), ('Thrones', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Does Breaking Bad have more episodes than Game of Thrones ?
339,Who was Vincent van Gogh inspired by?,"[('Who', 'WP'), ('was', 'VBD'), ('Vincent', 'NNP'), ('van', 'NN'), ('Gogh', 'NNP'), ('inspired', 'VBN'), ('by', 'IN'), ('?', '.')]",4,medium,"[('Who', 'O'), ('was', 'O'), ('Vincent', 'PERSON'), ('van', 'PERSON'), ('Gogh', 'PERSON'), ('inspired', 'O'), ('by', 'O'), ('?', 'O')]",tbd,medium,N,N,3.0,Who was $Vincent$ $van$ $Gogh$ inspired by ?
340,Which building after the Burj Khalifa has the most floors?,"[('Which', 'NNP'), ('building', 'NN'), ('after', 'IN'), ('the', 'DT'), ('Burj', 'NNP'), ('Khalifa', 'NNP'), ('has', 'VBZ'), ('the', 'DT'), ('most', 'RBS'), ('floors', 'NNS'), ('?', '.')]",5,hard,"[('Which', 'O'), ('building', 'O'), ('after', 'O'), ('the', 'O'), ('Burj', 'LOCATION'), ('Khalifa', 'LOCATION'), ('has', 'O'), ('the', 'O'), ('most', 'O'), ('floors', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Which building after the $Burj$ $Khalifa$ has the most floors ?
341,What was the final result of the War of the Roses?,"[('What', 'WP'), ('was', 'VBD'), ('the', 'DT'), ('final', 'JJ'), ('result', 'NN'), ('of', 'IN'), ('the', 'DT'), ('War', 'NNP'), ('of', 'IN'), ('the', 'DT'), ('Roses', 'NNP'), ('?', '.')]",4,medium,"[('What', 'O'), ('was', 'O'), ('the', 'O'), ('final', 'O'), ('result', 'O'), ('of', 'O'), ('the', 'O'), ('War', 'O'), ('of', 'O'), ('the', 'O'), ('Roses', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,What was the final result of the War of the Roses ?
342,How much did Pulp Fiction cost?,"[('How', 'WRB'), ('much', 'RB'), ('did', 'VBD'), ('Pulp', 'NNP'), ('Fiction', 'NNP'), ('cost', 'NN'), ('?', '.')]",3,medium,"[('How', 'O'), ('much', 'O'), ('did', 'O'), ('Pulp', 'O'), ('Fiction', 'O'), ('cost', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,How much did Pulp Fiction cost ?
343,Is proinsulin a protein?,"[('Is', 'VBZ'), ('proinsulin', 'PDT'), ('a', 'DT'), ('protein', 'NN'), ('?', '.')]",1,easy,"[('Is', 'O'), ('proinsulin', 'O'), ('a', 'O'), ('protein', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Is proinsulin a protein ?
344,Do Urdu and Persian have a common root?,"[('Do', 'VB'), ('Urdu', 'NNP'), ('and', 'CC'), ('Persian', 'NNP'), ('have', 'VBP'), ('a', 'DT'), ('common', 'JJ'), ('root', 'NN'), ('?', '.')]",3,medium,"[('Do', 'O'), ('Urdu', 'LOCATION'), ('and', 'O'), ('Persian', 'O'), ('have', 'O'), ('a', 'O'), ('common', 'O'), ('root', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,Do $Urdu$ and Persian have a common root ?
345,Who is starring in Spanish movies produced by Benicio del Toro?,"[('Who', 'WP'), ('is', 'VBZ'), ('starring', 'VBG'), ('in', 'IN'), ('Spanish', 'JJ'), ('movies', 'NNS'), ('produced', 'VBN'), ('by', 'IN'), ('Benicio', 'NNP'), ('del', 'FW'), ('Toro', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('is', 'O'), ('starring', 'O'), ('in', 'O'), ('Spanish', 'O'), ('movies', 'O'), ('produced', 'O'), ('by', 'O'), ('Benicio', 'O'), ('del', 'O'), ('Toro', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Who is starring in Spanish movies produced by Benicio del Toro ?
346,Is Lake Baikal bigger than the Great Bear Lake?,"[('Is', 'VBZ'), ('Lake', 'NNP'), ('Baikal', 'NNP'), ('bigger', 'JJR'), ('than', 'IN'), ('the', 'DT'), ('Great', 'JJ'), ('Bear', 'NNP'), ('Lake', 'NNP'), ('?', '.')]",4,medium,"[('Is', 'O'), ('Lake', 'LOCATION'), ('Baikal', 'LOCATION'), ('bigger', 'O'), ('than', 'O'), ('the', 'O'), ('Great', 'LOCATION'), ('Bear', 'LOCATION'), ('Lake', 'LOCATION'), ('?', 'O')]",tbd,hard,N,N,5.0,Is $Lake$ $Baikal$ bigger than the $Great$ $Bear$ $Lake$ ?
